GENE_NAME	mr88	mr89	mr90	mr91
RRP1B	594	653	394	463
PDXK	1258	1348	1192	1211
CSTB	636	710	631	620
RRP1	298	307	204	215
AATBC	8	12	7	14
AGPAT3	1224	1350	1414	1409
TRAPPC10	251	251	222	234
DNMT3L	2	0	0	0
AIRE	0	0	0	0
PFKL	2285	2452	2172	2194
C21orf2	229	242	238	207
TRPM2	514	619	591	615
TRPM2-AS	61	71	46	55
LRRC3-AS1	1	1	3	3
LRRC3	30	48	25	17
TSPEAR	14	9	14	9
TSPEAR-AS1	15	16	14	6
TSPEAR-AS2	8	9	8	12
KRTAP10-1	0	0	0	0
KRTAP10-2	0	0	0	0
KRTAP10-3	0	0	0	0
KRTAP10-4	0	0	0	0
KRTAP10-5	0	0	0	0
KRTAP10-6	0	0	0	0
KRTAP10-7	0	0	0	0
KRTAP10-8	0	0	0	0
KRTAP10-9	0	0	0	0
KRTAP10-10	0	0	0	0
KRTAP10-11	0	0	0	0
KRTAP12-4	0	0	0	0
KRTAP12-3	0	0	0	0
KRTAP12-2	0	0	0	0
KRTAP12-1	0	0	0	0
KRTAP10-12	0	0	0	1
UBE2G2	611	598	465	458
LINC01424	3	4	6	8
SUMO3	705	801	555	643
PTTG1IP	1389	1410	1284	1291
ITGB2	4	5	7	16
ITGB2-AS1	1	0	0	1
LINC01547	55	63	40	75
FAM207A	43	49	30	29
LINC00163	1	0	0	0
LINC00162	0	1	0	0
SSR4P1	29	42	24	33
ADARB1	308	404	187	198
POFUT2	233	252	267	331
LOC642852	251	305	214	240
LINC00316	0	0	0	0
COL18A1	179	184	178	172
COL18A1-AS2	0	0	0	0
COL18A1-AS1	2	0	0	1
MIR6815	0	0	0	0
SLC19A1	371	392	311	294
LOC100129027	0	0	0	0
PCBP3	17	19	22	30
LOC101928796	0	0	0	0
COL6A1	1343	1471	1371	1380
COL6A2	395	392	490	507
FTCD	14	6	13	3
SPATC1L	163	152	140	115
LSS	816	882	828	814
MCM3AP-AS1	80	70	49	51
MCM3AP	1102	1239	1083	1104
YBEY	91	88	73	90
C21orf58	126	133	64	82
PCNT	660	671	462	461
DIP2A	912	1048	1272	1281
DIP2A-IT1	2	0	0	0
S100B	0	2	0	0
PRMT2	520	516	408	508
LOC102723780	22	38	21	23
LOC102723769	0	1	0	0
OR11H1	0	0	0	0
POTEH	0	0	1	0
DUXAP8	46	66	19	30
CCT8L2	0	0	0	0
TPTEP1	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0
XKR3	0	0	0	0
HSFY1P1	0	0	0	0
GAB4	0	0	0	0
CECR7	33	18	21	16
IL17RA	359	335	293	273
CECR6	50	62	46	69
LOC100996342	3	1	0	0
CECR5	450	508	418	439
CECR5-AS1	4	7	4	5
CECR1	24	8	36	41
CECR3	0	0	1	0
CECR2	21	20	27	35
SLC25A18	1	3	8	2
LOC101929372	0	2	0	0
ATP6V1E1	539	614	576	638
BCL2L13	715	690	681	721
BID	70	97	68	67
MIR3198-1	0	0	0	0
LINC00528	0	0	0	0
MICAL3	915	897	779	812
MIR648	0	0	0	0
FLJ41941	2	2	2	2
PEX26	447	513	392	427
TUBA8	9	9	5	7
USP18	76	64	55	64
TMEM191B	2	1	0	0
PI4KAP1	8	13	5	7
RIMBP3	4	5	0	3
GGT3P	0	1	2	2
DGCR6	3	0	3	2
PRODH	1	1	0	1
DGCR5	6	4	1	2
DGCR9	2	1	1	2
DGCR10	0	0	0	1
DGCR2	872	945	719	736
DGCR11	24	36	20	28
DGCR14	111	128	98	102
TSSK2	0	0	0	0
GSC2	0	0	0	0
LINC01311	15	19	12	7
SLC25A1	1029	1122	1002	1054
CLTCL1	75	86	60	65
HIRA	406	477	265	296
MRPL40	223	231	202	253
C22orf39	131	140	146	140
UFD1L	298	302	272	268
CDC45	106	104	41	52
CLDN5	3	2	0	1
LINC00895	0	0	0	0
SEPT5	6	12	6	8
SEPT5-GP1BB	11	20	13	19
GP1BB	0	0	0	0
TBX1	285	312	272	235
GNB1L	64	63	45	34
C22orf29	462	535	279	329
TXNRD2	426	405	517	499
COMT	868	975	699	675
MIR4761	0	0	0	0
ARVCF	337	359	272	258
TANGO2	173	191	158	161
MIR185	0	0	0	0
DGCR8	367	452	286	254
MIR3618	0	0	0	0
MIR1306	0	0	0	0
TRMT2A	260	318	262	259
MIR6816	0	0	0	0
RANBP1	402	476	254	261
ZDHHC8	198	190	157	164
LOC388849	2	1	2	0
LOC284865	1	0	3	0
LINC00896	5	2	0	3
RTN4R	31	25	18	16
MIR1286	0	0	0	0
DGCR6L	131	128	150	130
ZNF74	166	212	126	133
SCARF2	55	50	46	55
KLHL22	127	156	150	162
MED15	334	328	311	339
POM121L4P	0	0	0	0
TMEM191A	18	19	12	9
PI4KA	854	1016	948	1000
SERPIND1	23	37	10	3
SNAP29	486	538	477	531
CRKL	723	784	539	576
LOC101928891	0	0	0	0
AIFM3	6	0	3	2
LZTR1	409	426	350	368
THAP7	164	181	148	182
THAP7-AS1	46	44	49	54
TUBA3FP	0	1	0	0
P2RX6	1	0	2	2
SLC7A4	0	0	0	0
MIR649	0	0	0	0
P2RX6P	0	0	0	0
LRRC74B	0	0	2	1
BCRP2	14	9	21	29
FAM230B	1	0	0	0
POM121L8P	0	0	0	0
RIMBP3C	0	0	0	0
RIMBP3B	0	0	0	0
HIC2	33	40	15	19
TMEM191C	0	1	1	1
PI4KAP2	11	11	13	9
UBE2L3	507	535	447	447
YDJC	304	314	236	219
CCDC116	6	3	1	3
SDF2L1	378	390	427	413
MIR301B	0	0	0	0
MIR130B	0	0	0	0
PPIL2	424	445	382	411
YPEL1	68	73	58	50
MAPK1	1257	1316	1173	1231
PPM1F	246	246	191	203
TOP3B	119	121	110	107
VPREB1	0	0	0	0
BMS1P20	65	84	55	71
ZNF280B	62	67	56	50
ZNF280A	0	0	0	2
PRAME	591	662	513	542
LL22NC03-63E9.3	2	1	0	0
POM121L1P	0	0	0	0
GGTLC2	0	0	1	0
MIR650	0	0	0	0
MIR5571	0	0	0	0
IGLL5	0	0	1	0
RSPH14	7	1	5	2
GNAZ	103	107	81	82
RAB36	61	66	9	14
BCR	518	566	363	404
FBXW4P1	1	0	1	0
CES5AP1	0	0	0	0
ZDHHC8P1	30	34	27	23
LOC101929374	0	1	0	1
LOC388882	1	0	0	0
PCAT14	2	0	0	1
IGLL1	0	0	0	0
DRICH1	3	1	2	1
GUSBP11	91	80	85	87
RGL4	55	56	65	52
ZNF70	66	76	52	57
VPREB3	12	13	15	6
C22orf15	2	5	3	5
CHCHD10	291	298	293	316
MMP11	28	39	21	25
SMARCB1	473	513	282	349
GSTTP2	1	0	0	1
DERL3	41	50	61	60
SLC2A11	133	158	162	159
MIF-AS1	29	16	22	17
MIF	0	0	0	0
GSTT2B	0	0	0	0
GSTT2	0	0	0	0
DDT	0	0	0	0
DDTL	19	24	21	15
LOC391322	0	0	0	0
GSTTP1	0	0	0	0
CABIN1	859	893	721	748
SUSD2	24	19	48	33
GGT5	0	0	0	0
POM121L9P	0	0	0	0
SPECC1L-ADORA2A	0	1	1	0
SPECC1L	562	634	678	743
ADORA2A	3	2	4	2
ADORA2A-AS1	16	13	18	22
UPB1	0	1	3	3
GUCD1	806	867	940	1018
SNRPD3	1006	1055	867	876
GGT1	84	99	197	196
LRRC75B	62	69	62	82
BCRP3	0	1	0	2
POM121L10P	0	2	0	0
PIWIL3	2	1	0	1
TOP1P2	1	0	0	0
SGSM1	16	25	14	13
TMEM211	0	0	0	0
KIAA1671	846	975	872	827
LOC100128531	30	13	18	23
CRYBB3	3	1	5	3
CRYBB2	0	1	0	1
IGLL3P	0	0	0	1
LRP5L	44	63	24	40
CRYBB2P1	39	35	23	35
MIR6817	0	0	0	0
ADRBK2	130	162	67	90
MYO18B	0	0	3	0
SEZ6L	0	0	0	1
ASPHD2	18	27	21	19
HPS4	377	351	347	338
SRRD	114	102	84	86
TFIP11	228	259	187	199
TPST2	48	48	55	58
MIR548J	0	0	0	0
CRYBB1	0	0	0	0
CRYBA4	0	0	0	0
MIAT	1	0	0	0
MIATNB	0	1	1	0
LINC01422	0	0	0	0
MN1	0	0	1	1
PITPNB	355	373	245	280
TTC28-AS1	45	55	45	52
MIR3199-1	0	0	0	0
MIR3199-2	0	0	0	0
TTC28	47	68	45	42
MIR5739	0	0	0	0
CHEK2	97	88	56	65
HSCB	73	87	86	85
CCDC117	412	477	478	447
XBP1	1618	1734	4151	4365
ZNRF3	118	187	94	106
ZNRF3-AS1	0	1	0	1
C22orf31	0	0	0	0
KREMEN1	274	343	296	305
EMID1	9	8	6	9
RHBDD3	280	305	305	306
EWSR1	1458	1566	1372	1444
GAS2L1	410	495	413	398
RASL10A	4	7	5	11
AP1B1	1603	1749	1743	1675
MIR3653	0	0	0	0
SNORD125	0	0	0	0
RFPL1S	1	0	4	0
RFPL1	0	0	0	1
NEFH	0	0	1	0
THOC5	350	377	300	325
NIPSNAP1	1101	1238	927	964
NF2	690	725	637	621
CABP7	2	6	6	2
ZMAT5	43	51	32	39
UQCR10	378	371	352	404
ASCC2	489	588	506	515
MTMR3	546	616	602	722
MIR6818	0	0	0	0
HORMAD2-AS1	1	0	0	2
HORMAD2	0	0	1	1
LIF	66	63	37	43
OSM	0	0	1	1
GATSL3	165	200	118	139
TBC1D10A	201	233	169	158
SF3A1	1034	1147	870	880
CCDC157	13	12	14	12
KIAA1656	46	56	38	31
RNF215	167	176	177	200
SEC14L2	232	263	373	404
MTFP1	166	223	221	228
SEC14L3	0	0	0	1
SDC4P	0	0	0	0
SEC14L4	0	0	0	1
SEC14L6	0	0	0	0
GAL3ST1	3	0	0	2
PES1	809	866	645	742
TCN2	0	0	1	3
SLC35E4	15	25	18	23
DUSP18	34	36	34	28
OSBP2	172	163	177	163
MIR3200	0	0	0	0
MORC2-AS1	29	39	35	25
MORC2	632	723	557	546
TUG1	2043	2201	1848	1990
SMTN	282	333	136	166
SELM	347	367	605	627
INPP5J	58	49	80	65
PLA2G3	0	0	0	0
MIR3928	0	0	0	0
RNF185	230	227	250	229
LIMK2	679	703	473	516
PIK3IP1	111	129	153	113
PATZ1	407	349	336	322
PIK3IP1-AS1	1	1	3	1
LINC01521	173	217	113	99
DRG1	325	360	282	335
EIF4ENIF1	149	184	156	133
RNU6-28P	0	0	0	0
SFI1	102	134	104	99
PISD	175	186	133	143
MIR7109	0	0	0	0
PRR14L	512	483	333	360
DEPDC5	136	137	108	125
C22orf24	1	0	0	2
YWHAH	284	325	142	155
SLC5A1	2	0	4	1
AP1B1P1	0	0	1	0
C22orf42	2	2	1	1
RFPL2	22	22	19	23
SLC5A4	5	9	5	5
RFPL3	0	1	0	1
RFPL3S	1	0	0	0
LOC339666	1	3	0	0
RTCB	591	608	564	572
BPIFC	0	0	0	0
FBXO7	364	378	426	414
SYN3	0	0	0	0
TIMP3	0	3	0	0
LARGE	36	42	40	34
MIR4764	0	0	0	0
LARGE-AS1	1	0	0	0
ISX	22	35	18	20
LINC01399	3	1	0	2
HMGXB4	298	315	259	234
TOM1	249	258	295	281
MIR3909	0	0	0	0
MIR6069	0	0	0	0
HMOX1	65	70	85	107
MCM5	267	283	139	160
RASD2	3	2	3	4
MB	199	203	206	261
APOL6	15	15	19	21
APOL5	0	0	0	0
RBFOX2	475	500	394	414
APOL3	13	17	11	20
APOL4	0	0	0	0
APOL2	157	120	105	125
APOL1	3	2	9	5
MYH9	8883	9614	7817	8220
MIR6819	0	0	0	1
TXN2	538	636	546	567
FOXRED2	793	944	679	738
EIF3D	1538	1647	1406	1324
CACNG2	0	0	0	0
IFT27	147	144	145	147
PVALB	0	0	0	0
NCF4	0	2	1	0
CSF2RB	2	3	4	4
LL22NC01-81G9.3	0	0	0	0
TEX33	0	0	0	0
TST	196	213	172	172
MPST	341	331	278	335
KCTD17	55	51	50	47
TMPRSS6	7	4	13	13
IL2RB	1	0	1	1
C1QTNF6	31	33	23	25
SSTR3	0	0	0	0
RAC2	0	0	0	0
CYTH4	0	0	0	0
ELFN2	31	31	58	39
LOC100506271	0	0	2	0
MFNG	0	0	0	0
CARD10	34	42	43	39
CDC42EP1	24	30	37	33
LGALS2	0	0	0	0
GGA1	512	499	454	452
SH3BP1	40	49	33	42
LOC101927051	4	0	2	5
PDXP	263	289	253	262
LGALS1	0	6	7	5
NOL12	116	125	101	96
TRIOBP	278	303	246	234
H1F0	959	1093	1029	1036
GCAT	319	396	379	384
GALR3	5	3	2	3
ANKRD54	163	171	141	147
MIR658	0	0	2	2
MIR659	2	2	1	1
EIF3L	1707	1722	1462	1588
MICALL1	396	405	263	314
C22orf23	77	72	52	53
POLR2F	198	231	160	183
MIR6820	0	0	0	0
SOX10	1	1	1	0
MIR4534	0	0	0	0
PICK1	391	409	436	458
SLC16A8	35	27	21	24
BAIAP2L2	22	13	24	23
PLA2G6	322	402	489	479
MAFF	24	20	40	51
TMEM184B	526	589	465	487
CSNK1E	8	13	7	7
LOC400927-CSNK1E	2	1	0	0
LOC400927	1	2	5	4
KCNJ4	2	0	0	0
KDELR3	33	38	42	34
DDX17	2946	3176	2511	2585
DMC1	0	0	0	0
FAM227A	78	107	82	79
CBY1	248	225	217	220
TOMM22	457	516	233	263
JOSD1	456	486	478	486
GTPBP1	528	597	624	644
SUN2	1043	1165	1078	1165
DNAL4	137	207	117	138
NPTXR	295	309	451	482
CBX6	1312	1417	1038	1110
APOBEC3A_B	0	0	0	0
APOBEC3A	0	0	0	0
APOBEC3B-AS1	0	0	0	0
APOBEC3B	35	39	31	27
APOBEC3C	2	0	1	1
APOBEC3D	1	1	0	0
APOBEC3F	36	42	35	39
APOBEC3G	0	0	0	0
APOBEC3H	2	6	1	3
CBX7	203	197	193	210
PDGFB	60	87	68	91
RPL3	11877	12697	10319	10708
SNORD83B	5	8	6	7
SNORD83A	10	6	4	4
RNU86	9	11	1	4
SNORD43	2	3	1	0
SYNGR1	128	129	176	188
TAB1	243	238	222	201
LOC100506472	11	3	3	7
MGAT3	2	1	5	5
MGAT3-AS1	0	0	0	0
MIEF1	659	613	537	586
ATF4	1742	1864	1482	1553
RPS19BP1	392	430	399	471
CACNA1I	3	3	1	2
ENTHD1	0	0	0	0
GRAP2	3	0	1	1
FAM83F	198	183	152	161
LOC100130899	191	240	153	197
TNRC6B	749	818	739	780
ADSL	551	603	455	494
SGSM3	580	653	801	803
MKL1	196	213	159	183
LOC101927257	0	1	1	0
MCHR1	1	0	0	2
SLC25A17	274	300	282	299
MIR4766	0	0	0	0
ST13	886	1046	802	806
XPNPEP3	419	416	409	398
DNAJB7	3	1	3	0
RBX1	351	404	363	398
MIR1281	1	6	1	4
EP300	1203	1310	1140	1094
EP300-AS1	29	34	19	21
L3MBTL2	360	397	347	332
CHADL	2	2	0	0
RANGAP1	1294	1349	1051	1030
MIR6889	0	0	0	0
ZC3H7B	747	804	684	724
TEF	149	143	94	95
TOB2	548	625	341	338
PHF5A	125	132	95	94
ACO2	702	725	757	800
POLR3H	468	520	376	384
CSDC2	0	0	0	1
PMM1	208	221	230	240
DESI1	392	472	365	420
XRCC6	1872	2198	1662	1716
SNU13	834	904	721	727
C22orf46	296	348	320	325
MEI1	2	0	0	1
CCDC134	28	31	21	28
SREBF2	2922	2922	3346	3493
MIR33A	0	0	0	0
SHISA8	1	1	2	1
MIR378I	1	0	0	0
TNFRSF13C	2	2	0	2
CENPM	92	122	59	67
LINC00634	15	6	7	5
SEPT3	377	448	307	299
WBP2NL	0	0	2	0
NAGA	292	369	308	366
FAM109B	1	2	1	2
SMDT1	270	325	298	341
NDUFA6	323	337	319	370
NDUFA6-AS1	16	8	4	5
CYP2D6	0	0	0	0
LOC101929829	0	0	0	0
CYP2D7	0	0	0	0
TCF20	523	572	420	435
OGFRP1	17	16	7	3
LINC01315	26	11	17	19
NFAM1	1	1	2	0
SERHL	0	0	0	0
RRP7A	363	357	327	282
SERHL2	16	19	21	24
RRP7BP	54	68	45	45
POLDIP3	849	927	771	798
RNU12	0	0	0	1
CYB5R3	757	811	909	947
ATP5L2	0	0	0	0
A4GALT	18	6	13	13
ARFGAP3	1014	1084	983	1001
PACSIN2	1891	2113	2319	2434
LOC100506679	1	2	2	1
TTLL1	94	77	89	53
BIK	120	109	68	100
MCAT	271	267	226	242
TSPO	581	618	445	503
TTLL12	1683	1849	1414	1495
SCUBE1	7	7	14	4
MPPED1	0	0	0	0
EFCAB6-AS1	0	0	0	0
EFCAB6	7	8	12	11
SULT4A1	0	4	0	0
PNPLA5	0	0	0	0
PNPLA3	11	16	4	5
SAMM50	384	490	343	377
PARVB	295	323	264	307
PARVG	4	0	0	0
KIAA1644	0	0	0	0
LOC101927526	0	0	0	0
LDOC1L	636	745	466	517
LINC00207	0	0	0	0
LINC00229	0	0	0	0
PRR5	125	143	118	116
PRR5-ARHGAP8	0	0	0	0
ARHGAP8	1	2	1	1
PHF21B	7	6	2	2
NUP50-AS1	51	58	54	51
NUP50	411	461	294	351
KIAA0930	782	999	743	769
MIR1249	1	0	3	0
UPK3A	28	33	76	71
FAM118A	370	428	478	507
SMC1B	1	2	0	2
RIBC2	0	0	0	0
FBLN1	1	3	1	0
LINC01589	0	0	0	1
ATXN10	1294	1374	1212	1202
MIR4762	0	0	0	0
WNT7B	632	654	417	461
LOC730668	13	9	5	4
LINC00899	36	35	31	41
PRR34	11	13	14	8
PRR34-AS1	38	30	37	27
MIRLET7BHG	119	110	98	95
MIR3619	2	0	1	0
MIRLET7A3	0	0	0	0
MIR4763	0	0	0	0
MIRLET7B	0	0	0	0
PPARA	167	220	233	254
CDPF1	64	65	40	72
PKDREJ	10	18	9	11
TTC38	305	318	282	297
GTSE1-AS1	18	13	16	17
GTSE1	175	218	70	62
TRMU	221	248	197	243
CELSR1	200	185	232	232
GRAMD4	162	160	141	126
CERK	11	11	4	4
TBC1D22A	174	177	173	173
TBC1D22A-AS1	1	0	1	0
LL22NC03-75H12.2	0	0	0	1
LINC00898	23	30	16	26
LOC284930	18	19	12	19
MIR3201	0	0	0	0
FAM19A5	1	0	0	0
LOC284933	0	0	0	0
MIR4535	0	0	0	0
LINC01310	0	1	0	0
C22orf34	7	2	11	7
MIR3667	0	0	0	0
BRD1	396	421	287	289
ZBED4	545	573	420	436
ALG12	279	309	354	283
CRELD2	572	620	667	676
PIM3	377	430	284	307
MIR6821	1	1	0	0
IL17REL	1	0	2	1
MLC1	1	0	0	0
MOV10L1	0	0	3	3
PANX2	67	93	88	92
TRABD	513	501	437	429
SELO	280	254	230	279
TUBGCP6	468	552	576	582
HDAC10	314	277	362	371
MAPK12	255	251	232	250
MAPK11	122	126	143	150
PLXNB2	3617	3874	3663	3726
DENND6B	67	80	89	88
PPP6R2	619	588	542	572
SBF1	1234	1351	1051	1190
ADM2	455	501	535	550
MIOX	5	13	10	13
LMF2	448	536	526	541
NCAPH2	221	214	150	137
SCO2	10	8	5	8
TYMP	101	114	174	183
ODF3B	29	36	46	76
KLHDC7B	0	1	1	1
SYCE3	30	36	45	59
CPT1B	10	6	5	4
CHKB-CPT1B	0	0	0	0
CHKB	5	2	0	4
CHKB-AS1	32	45	29	30
MAPK8IP2	151	213	158	198
ARSA	271	266	345	324
SHANK3	79	96	85	95
ACR	0	0	0	0
RPL23AP82	17	16	16	10
RABL2B	46	42	33	23
LOC102723448	0	0	0	2
CHL1	0	1	0	0
CHL1-AS1	0	0	0	0
LINC01266	0	0	0	0
CNTN6	0	0	0	0
CNTN4	10	9	6	7
CNTN4-AS2	0	0	0	0
CNTN4-AS1	0	0	0	0
IL5RA	0	2	1	0
TRNT1	235	284	160	212
CRBN	238	275	188	186
LRRN1	29	26	15	13
SETMAR	160	189	126	133
SUMF1	246	282	264	277
ITPR1-AS1	6	13	8	6
ITPR1	203	230	390	369
EGOT	0	1	1	0
BHLHE40-AS1	34	41	2	7
BHLHE40	716	759	562	540
ARL8B	807	816	649	692
EDEM1	990	981	1227	1254
MIR4790	0	0	0	0
GRM7-AS3	0	0	0	0
GRM7	1	0	0	0
GRM7-AS2	0	0	0	0
GRM7-AS1	0	0	0	0
LOC101927394	0	0	0	0
LMCD1-AS1	0	1	0	1
LMCD1	0	0	0	1
LINC00312	0	1	0	0
SSUH2	0	1	0	1
CAV3	0	0	0	0
OXTR	18	16	10	11
RAD18	152	185	88	104
SRGAP3	75	100	104	110
LOC101927416	0	0	0	0
SRGAP3-AS3	1	1	0	0
THUMPD3	646	672	615	675
THUMPD3-AS1	124	126	88	99
SETD5	1858	2001	1491	1543
LHFPL4	0	0	1	0
MTMR14	282	301	218	262
CPNE9	2	2	4	0
BRPF1	190	262	192	182
OGG1	105	106	84	86
CAMK1	236	178	169	201
TADA3	792	855	692	742
ARPC4	563	607	561	523
ARPC4-TTLL3	0	0	0	0
TTLL3	27	39	26	31
RPUSD3	176	204	195	214
CIDEC	0	0	0	0
JAGN1	349	342	325	300
IL17RE	9	12	14	7
IL17RC	488	482	635	634
CRELD1	317	375	576	576
PRRT3	59	65	47	57
PRRT3-AS1	18	18	9	23
EMC3	350	404	453	531
EMC3-AS1	67	75	51	61
LOC401052	5	5	15	15
CIDECP	35	42	38	58
FANCD2	315	341	214	200
FANCD2OS	0	1	0	1
BRK1	1078	1163	1017	1078
VHL	978	1053	686	718
IRAK2	41	29	34	27
TATDN2	680	738	542	594
GHRLOS	15	27	31	13
LINC00852	19	22	7	14
GHRL	6	2	0	6
SEC13	679	732	736	792
ATP2B2	0	0	2	2
MIR378B	0	0	0	0
MIR885	0	0	0	0
ATP2B2-IT2	0	0	0	0
LINC00606	0	0	0	1
SLC6A11	82	71	87	74
SLC6A1	1	0	1	0
SLC6A1-AS1	0	0	0	0
HRH1	1	0	0	1
ATG7	187	179	230	261
VGLL4	521	576	388	420
TAMM41	92	92	65	62
SYN2	5	3	3	0
TIMP4	0	0	0	1
PPARG	23	36	35	30
TSEN2	176	205	140	166
MKRN2OS	19	27	34	34
MKRN2	180	203	184	189
RAF1	872	1006	723	729
TMEM40	8	4	3	6
CAND2	3	1	3	7
RPL32	3465	3662	3132	3138
SNORA7A	0	0	0	0
IQSEC1	523	542	471	521
NUP210	1192	1293	1036	996
HDAC11-AS1	3	6	8	3
HDAC11	126	128	126	134
FBLN2	13	25	18	24
LINC00620	0	0	0	0
WNT7A	0	0	0	0
FGD5P1	1	0	1	0
TPRXL	0	0	0	0
CHCHD4	151	165	100	110
TMEM43	478	482	303	295
XPC	617	692	466	510
LSM3	278	309	235	253
LINC01267	0	0	0	2
SLC6A6	93	99	15	34
GRIP2	0	0	0	0
CCDC174	165	131	107	127
C3orf20	1	3	2	0
FGD5	0	1	0	0
FGD5-AS1	990	996	924	856
NR2C2	593	666	483	472
MRPS25	474	520	381	364
RBSN	355	432	330	340
COL6A4P1	0	1	0	0
CAPN7	421	416	367	404
SH3BP5-AS1	53	47	55	50
SH3BP5	19	12	13	18
METTL6	129	139	103	107
EAF1	677	740	604	613
COLQ	34	21	31	33
MIR4270	0	0	0	0
HACL1	236	234	260	250
BTD	197	222	198	235
ANKRD28	848	925	918	918
MIR3134	0	0	0	0
MIR563	3	1	0	0
GALNT15	2	1	2	4
DPH3	148	148	125	158
OXNAD1	63	86	70	61
RFTN1	3	2	5	1
LINC00690	0	0	0	0
DAZL	0	0	0	1
PLCL2	2	0	2	3
MIR3714	0	0	0	0
TBC1D5	704	743	680	665
LOC339862	1	7	1	3
SATB1	1	2	0	0
SATB1-AS1	1	0	0	0
KCNH8	223	268	152	131
MIR4791	0	0	0	0
EFHB	1	2	3	1
RAB5A	576	586	587	624
PP2D1	2	2	1	1
KAT2B	229	257	275	301
MIR3135A	0	0	0	0
SGOL1	62	41	22	21
SGOL1-AS1	0	1	0	0
LOC101927829	0	0	0	0
VENTXP7	0	0	0	0
ZNF385D	0	1	1	0
ZNF385D-AS1	0	0	0	0
ZNF385D-AS2	0	0	0	0
UBE2E2	365	366	301	271
UBE2E1-AS1	0	2	0	1
UBE2E1	972	985	686	747
NKIRAS1	149	161	105	118
RPL15	3106	3420	3004	3116
NR1D2	429	447	414	437
LINC00691	2	0	0	1
THRB	786	894	564	562
LOC101927854	1	5	1	1
THRB-AS1	10	8	8	4
MIR4792	0	0	0	0
RARB	52	38	23	23
TOP2B	1628	1638	971	986
MIR4442	10	13	7	9
NGLY1	332	390	288	293
OXSM	189	237	211	247
LINC00692	0	0	0	0
LRRC3B	0	0	0	0
NEK10	16	9	23	15
SLC4A7	686	674	728	753
EOMES	1	3	0	0
CMC1	140	155	141	122
AZI2	343	345	369	392
ZCWPW2	1	4	7	7
LINC00693	0	0	0	0
RBMS3-AS3	0	0	0	0
RBMS3	0	2	5	1
RBMS3-AS1	0	1	0	0
TGFBR2	5	5	2	2
GADL1	0	0	0	0
MIR466	0	0	0	0
STT3B	1464	1551	1503	1606
OSBPL10	9	8	7	5
OSBPL10-AS1	0	0	0	0
ZNF860	0	4	0	0
GPD1L	205	258	141	113
CMTM8	3	0	2	6
CMTM7	17	16	4	9
CMTM6	781	835	683	653
MIR548AY	0	0	1	0
DYNC1LI1	492	475	376	407
CNOT10	323	340	223	247
TRIM71	0	0	0	1
CCR4	0	0	0	0
GLB1	307	338	367	357
TMPPE	50	54	30	43
CRTAP	600	684	637	639
SUSD5	2	1	3	1
FBXL2	1	2	6	4
UBP1	771	774	530	506
CLASP2	390	503	376	347
PDCD6IP	946	1043	942	1032
LOC101928135	1	0	0	0
ARPP21	0	0	0	0
MIR128-2	0	0	0	0
STAC	1	0	0	0
DCLK3	0	0	1	1
TRANK1	45	33	42	46
EPM2AIP1	1100	1161	863	875
MLH1	587	606	506	529
LRRFIP2	1105	1194	903	910
GOLGA4	1469	1513	1574	1659
C3orf35	5	2	4	3
ITGA9	1	1	3	5
ITGA9-AS1	3	1	4	6
CTDSPL	279	331	365	385
MIR26A1	0	0	0	0
VILL	7	4	5	4
PLCD1	72	79	74	80
DLEC1	26	23	10	10
ACAA1	1183	1288	1251	1317
MYD88	371	386	235	276
OXSR1	836	958	737	705
SLC22A13	0	1	0	1
SLC22A14	0	0	0	1
XYLB	156	205	191	157
ACVR2B-AS1	20	16	12	8
ACVR2B	92	102	80	83
EXOG	52	63	63	70
SCN5A	1	1	0	1
SCN10A	0	0	0	0
SCN11A	2	0	1	1
WDR48	227	252	196	213
GORASP1	509	488	409	442
TTC21A	44	46	35	50
MIR6822	0	0	0	0
CSRNP1	236	294	252	280
XIRP1	1	0	0	1
CX3CR1	10	7	6	11
CCR8	0	0	0	0
SLC25A38	385	423	342	324
RPSA	1584	1617	1324	1356
SNORA6	5	4	0	8
SNORA62	10	5	0	2
MOBP	0	1	1	0
MYRIP	161	177	181	222
EIF1B-AS1	4	2	1	1
EIF1B	189	216	149	158
ENTPD3	15	6	37	41
ENTPD3-AS1	10	9	8	13
RPL14	2360	2448	2048	2055
ZNF619	4	3	0	3
ZNF620	15	26	9	15
ZNF621	407	475	462	458
CTNNB1	2384	2655	1707	1725
ULK4	28	19	9	14
TRAK1	394	467	368	362
CCK	0	0	0	0
LYZL4	0	0	0	1
VIPR1	141	140	189	181
VIPR1-AS1	0	2	2	2
SEC22C	736	846	889	975
SS18L2	130	130	91	89
NKTR	1061	1170	1223	1302
LOC101928323	4	2	4	1
ZBTB47	78	95	73	69
KLHL40	0	0	0	0
HHATL	2	0	1	1
CCDC13	3	3	1	5
CCDC13-AS1	0	0	0	0
LOC729083	1	0	1	0
HIGD1A	508	562	425	410
ACKR2	13	10	14	12
CYP8B1	0	0	1	0
ZNF662	0	0	0	1
KRBOX1-AS1	1	0	0	0
KRBOX1	0	0	0	0
FAM198A	0	1	1	1
POMGNT2	142	176	152	155
SNRK	88	105	64	65
SNRK-AS1	3	4	3	4
ANO10	294	276	297	316
ABHD5	264	289	268	236
MIR138-1	0	0	0	0
